enes_id,enes_dat_cria,enes_dat_atua,user_id,loes_id,sles_id,coes_id,pres_id,poes_id
127,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,2,6
128,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,2,7
129,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,2,8
130,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,2,9
131,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,3,1
132,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,3,10
133,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,3,2
134,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,3,3
135,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,3,4
136,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,3,5
137,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,3,6
138,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,3,7
139,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,3,8
140,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,3,9
141,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,4,1
142,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,4,10
143,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,4,2
144,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,4,3
145,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,4,4
146,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,4,5
147,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,4,6
148,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,4,7
149,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,4,8
150,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,4,9
151,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,5,1
152,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,5,10
153,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,5,2
154,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,5,3
155,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,5,4
156,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,5,5
157,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,5,6
158,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,5,7
159,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,5,8
160,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,5,9
161,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,6,1
162,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,6,10
163,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,6,2
164,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,6,3
165,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,6,4
166,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,6,5
167,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,6,6
168,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,6,7
169,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,6,8
170,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,6,9
171,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,7,1
172,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,7,10
173,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,7,2
174,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,7,3
175,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,7,4
176,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,7,5
177,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,7,6
178,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,7,7
179,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,7,8
180,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,7,9
181,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,8,1
182,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,8,10
183,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,8,2
184,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,8,3
185,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,8,4
186,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,8,5
187,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,8,6
188,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,8,7
189,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,8,8
190,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,8,9
191,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,9,1
192,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,9,10
193,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,9,2
194,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,9,3
195,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,9,4
196,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,9,5
197,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,9,6
198,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,9,7
199,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,9,8
200,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,2,9,9
201,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,1,1
202,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,1,10
203,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,1,2
204,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,1,3
205,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,1,4
206,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,1,5
207,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,1,6
208,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,1,7
209,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,1,8
210,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,1,9
211,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,10,1
212,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,10,10
213,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,10,2
214,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,10,3
215,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,10,4
216,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,10,5
217,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,10,6
218,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,10,7
219,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,10,8
220,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,10,9
221,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,2,1
222,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,2,10
223,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,2,2
224,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,2,3
225,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,2,4
226,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,2,5
227,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,2,6
228,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,2,7
229,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,2,8
230,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,2,9
231,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,3,1
232,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,3,10
233,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,3,2
234,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,3,3
235,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,3,4
236,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,3,5
237,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,3,6
238,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,3,7
239,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,3,8
240,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,3,9
241,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,4,1
242,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,4,10
243,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,4,2
244,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,4,3
245,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,4,4
246,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,4,5
247,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,4,6
248,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,4,7
249,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,4,8
250,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,4,9
251,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,5,1
252,"2024-04-07 14:32:49.822 +00:00","2024-04-07 14:32:49.822 +00:00",10,5,1,3,5,10
